symbol,industry,in_our_universe
VINCOFE,Trading & Distributors Companies,1
VINDHYATEL,Telecom - Infrastructure Companies,1
VINEETLAB,Pharmaceuticals Companies,0
VINNY,Textiles Companies,1
VINSYS,Education Companies,0
VINYAS,Aerospace & Defense Companies,0
VINYLINDIA,Trading - Chemicals Companies,1
VIPCLOTHNG,Textiles Companies,0
VIPIND,Plastic Products - Consumer Companies,1
VIPULLTD,Real Estate Companies,0
VIRINCHI,Software Products Companies,1
VISAKAIND,Other Construction Materials Companies,1
VISASTEEL,Ferro & Silica Manganese Companies,0
VISESHINFO,IT Consulting & Software Companies,0
VISHAL,Garments & Apparels Companies,0
VISHNU,Specialty Chemicals Companies,1
VISHNUINFR,Other Construction Materials Companies,0
VISHWARAJ,Food Processing Companies,1
VITAL,Speciality Chemical Companies,0
VIVIDHA,Textiles Companies,1
VIVIMEDLAB,Pharmaceuticals Companies,0
VIYASH,Pharmaceuticals Companies,1
VLEGOV,IT Consulting & Software Companies,0
VLSFINANCE,Investment Company Companies,1
VMARCIND,Cables - Electricals Companies,0
VMART,Diversified Retail Companies,1
VMM,Diversified Retail Companies,1
VMSTMT,Industrial Machinery Companies,0
VOEPL,Electronic Manufacturing Services,1
VOLERCAR,Road Transport Companies,0
VOLTAMP,Heavy Electrical Equipment Companies,1
VOLTAS,Household Appliances Companies,1
VPRPL,Civil Construction Companies,0
VRAJ,Sponge Iron Companies,1
VRLLOG,Logistics Solution Provider Companies,1
VSSL,Iron & Steel Products Companies,1
VSTIND,Cigarettes & Tobacco Products Companies,1
VSTL,Iron & Steel Companies,1
VSTTILLERS,Tractors Companies,1
VTL,Other Textile Products Companies,1
WAAREEENER,Other Electrical Equipment Companies,1
WAAREEINDO,Heavy Electrical Equipment Companies,1
WAAREERTL,Other Electrical Equipment Companies,1
WABAG,Water Supply & Management Companies,1
WAKEFIT,"Furniture, Home Furnishing Companies",1
WALCHANNAG,Civil Construction Companies,1
WANBURY,Pharmaceuticals Companies,1
WATERBASE,Seafood Companies,0
WCIL,Logistics Solution Provider Companies,1
WEALTH,Other Financial Services Companies,1
WEBELSOLAR,Other Electrical Equipment Companies,1
WEIZMANIND,Readymade Garments/ Apparels Companies,1
WEL,Household Appliances Companies,1
WELCORP,Iron & Steel Products Companies,1
WELENT,Civil Construction Companies,1
WELINV,Asset Management Company Companies,0
WELSPLSOL,Iron & Steel Products Companies,1
WELSPUNLIV,Other Textile Products Companies,1
WENDT,Abrasives & Bearings Companies,1
WESTLIFE,Restaurants Companies,1
WEWIN,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO) Companies,0
WEWORK,Diversified Commercial Services Companies,1
WHEELS,Auto Components & Equipments Companies,1
WHIRLPOOL,Household Appliances Companies,1
WILLAMAGOR,Other Financial Services Companies,1
WINDLAS,Pharmaceuticals Companies,1
WINDMACHIN,Industrial Machinery Companies,1
WINNY,"Tour, Travel Related Services Companies",0
WINSOME,Textiles Companies,0
WIPL,Plywood Boards/ Laminates Companies,1
WIPRO,Computers - Software & Consulting Companies,1
WOCKPHARMA,Pharmaceuticals Companies,1
WOMANCART,E-Retail/ E-Commerce Companies,0
WONDERLA,Amusement Parks/ Other Recreation Companies,1
WORTHPERI,Packaging Companies,1
WPIL,"Compressors, Pumps & Diesel Engines Companies",1
WSI,Heavy Electrical Equipment Companies,1
WSTCSTPAPR,Paper & Paper Products Companies,1
WTICAB,Road Transport Companies,0
XCHANGING,IT Consulting & Software Companies,1
XELPMOC,Software Products Companies,1
XPROINDIA,Packaging Companies,1
XTGLOBAL,IT Consulting & Software Companies,1
YASHHV,Other Electrical Equipment Companies,0
YASHO,Speciality Chemical Companies,1
YASHOPTICS,Diversified consumer products Companies,0
YATHARTH,Hospital Companies,1
YATRA,"Tour, Travel Related Services Companies",1
YCCL,Dyes And Pigments Companies,0
YESBANK,Private Sector Bank Companies,1
YUKEN,"Compressors, Pumps & Diesel Engines Companies",1
ZAGGLE,IT Enabled Services Companies,1
ZEEL,TV Broadcasting & Software Production Companies,1
ZEELEARN,Education Companies,0
ZEEMEDIA,TV Broadcasting & Software Production Companies,1
ZELIO,2/3 Wheelers Companies,0
ZENITHEXPO,Leather And Leather Products Companies,1
ZENITHSTL,Iron & Steel Companies,1
ZENSARTECH,Computers - Software & Consulting Companies,1
ZENTEC,Aerospace & Defense Companies,1
ZFCVINDIA,Auto Components & Equipments Companies,1
ZIMLAB,Pharmaceuticals Companies,0
ZODIAC,Renewable Energy Companies,0
ZODIACLOTH,Garments & Apparels Companies,1
ZOTA,Pharmaceuticals Companies,1
ZSARACOM,Investment Company Companies,1
ZTECH,Waste Management Companies,0
ZUARI,Fertilizers Companies,1
ZUARIIND,Sugar Companies,1
ZYDUSLIFE,Pharmaceuticals Companies,1
ZYDUSWELL,Packaged Foods Companies,1
